,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
616,강남,284,2021,3,27,23,2021-03-27 23:00:00,2021-03-27,12.9,봄
684,강남,242,2021,3,28,00,2021-03-28 00:00:00,2021-03-28,13.1,봄
715,강남,237,2021,3,28,01,2021-03-28 01:00:00,2021-03-28,13.6,봄
788,강남,253,2021,3,28,02,2021-03-28 02:00:00,2021-03-28,12.9,봄
829,강남,249,2021,3,28,03,2021-03-28 03:00:00,2021-03-28,12.4,봄
1074,강남,232,2021,3,28,04,2021-03-28 04:00:00,2021-03-28,11.1,봄
1098,강남,226,2021,3,28,05,2021-03-28 05:00:00,2021-03-28,10.3,봄
1139,강남,225,2021,3,28,06,2021-03-28 06:00:00,2021-03-28,9.2,봄
1165,강남,225,2021,3,28,07,2021-03-28 07:00:00,2021-03-28,8.7,봄
1242,강남,224,2021,3,28,08,2021-03-28 08:00:00,2021-03-28,8.6,봄
1283,강남,236,2021,3,28,09,2021-03-28 09:00:00,2021-03-28,8.9,봄
1293,강남,271,2021,3,28,10,2021-03-28 10:00:00,2021-03-28,8.4,봄
1352,강남,282,2021,3,28,11,2021-03-28 11:00:00,2021-03-28,8.8,봄
1388,강남,278,2021,3,28,12,2021-03-28 12:00:00,2021-03-28,9.1,봄
1401,강남,266,2021,3,28,13,2021-03-28 13:00:00,2021-03-28,9.7,봄
1421,강남,261,2021,3,28,14,2021-03-28 14:00:00,2021-03-28,10.2,봄
1464,강남,257,2021,3,28,15,2021-03-28 15:00:00,2021-03-28,9.9,봄
1515,강남,258,2021,3,28,16,2021-03-28 16:00:00,2021-03-28,9.7,봄
1556,강남,255,2021,3,28,17,2021-03-28 17:00:00,2021-03-28,10.0,봄
2187,강남,270,2021,3,28,18,2021-03-28 18:00:00,2021-03-28,10.0,봄
2216,강남,302,2021,3,28,19,2021-03-28 19:00:00,2021-03-28,10.2,봄
2251,강남,339,2021,3,28,20,2021-03-28 20:00:00,2021-03-28,10.3,봄
2280,강남,351,2021,3,28,21,2021-03-28 21:00:00,2021-03-28,10.5,봄
2324,강남,347,2021,3,28,22,2021-03-28 22:00:00,2021-03-28,10.4,봄
2354,강남,326,2021,3,28,23,2021-03-28 23:00:00,2021-03-28,9.6,봄
2403,강남,311,2021,3,29,00,2021-03-29 00:00:00,2021-03-29,9.6,봄
2442,강남,299,2021,3,29,01,2021-03-29 01:00:00,2021-03-29,9.8,봄
2485,강남,280,2021,3,29,02,2021-03-29 02:00:00,2021-03-29,9.8,봄
2532,강남,299,2021,3,29,03,2021-03-29 03:00:00,2021-03-29,9.2,봄
2586,강남,244,2021,3,29,04,2021-03-29 04:00:00,2021-03-29,8.9,봄
2634,강남,260,2021,3,29,05,2021-03-29 05:00:00,2021-03-29,9.1,봄
2637,강남,256,2021,3,29,06,2021-03-29 06:00:00,2021-03-29,8.6,봄
2664,강남,270,2021,3,29,07,2021-03-29 07:00:00,2021-03-29,9.1,봄
2689,강남,306,2021,3,29,08,2021-03-29 08:00:00,2021-03-29,9.7,봄
2721,강남,279,2021,3,29,09,2021-03-29 09:00:00,2021-03-29,10.9,봄
2741,강남,232,2021,3,29,10,2021-03-29 10:00:00,2021-03-29,12.5,봄
2760,강남,198,2021,3,29,11,2021-03-29 11:00:00,2021-03-29,13.3,봄
2802,강남,168,2021,3,29,12,2021-03-29 12:00:00,2021-03-29,14.9,봄
2826,강남,194,2021,3,29,13,2021-03-29 13:00:00,2021-03-29,15.4,봄
2847,강남,149,2021,3,29,14,2021-03-29 14:00:00,2021-03-29,15.3,봄
2877,강남,150,2021,3,29,15,2021-03-29 15:00:00,2021-03-29,14.6,봄
2908,강남,128,2021,3,29,16,2021-03-29 16:00:00,2021-03-29,14.6,봄
2936,강남,166,2021,3,29,17,2021-03-29 17:00:00,2021-03-29,13.8,봄
2973,강남,182,2021,3,29,18,2021-03-29 18:00:00,2021-03-29,12.7,봄
2994,강남,214,2021,3,29,19,2021-03-29 19:00:00,2021-03-29,11.7,봄
3025,강남,313,2021,3,29,20,2021-03-29 20:00:00,2021-03-29,10.9,봄
3054,강남,334,2021,3,29,21,2021-03-29 21:00:00,2021-03-29,10.1,봄
3071,강남,355,2021,3,29,22,2021-03-29 22:00:00,2021-03-29,9.5,봄
3120,강남,317,2021,3,29,23,2021-03-29 23:00:00,2021-03-29,9.5,봄
3168,강남,346,2021,3,30,00,2021-03-30 00:00:00,2021-03-30,8.8,봄
3218,강남,277,2021,3,30,01,2021-03-30 01:00:00,2021-03-30,8.3,봄
3247,강남,253,2021,3,30,02,2021-03-30 02:00:00,2021-03-30,7.1,봄
3285,강남,228,2021,3,30,03,2021-03-30 03:00:00,2021-03-30,6.3,봄
3298,강남,205,2021,3,30,04,2021-03-30 04:00:00,2021-03-30,4.9,봄
3325,강남,236,2021,3,30,05,2021-03-30 05:00:00,2021-03-30,4.4,봄
5134,강남,253,2021,3,30,06,2021-03-30 06:00:00,2021-03-30,4.0,봄
5170,강남,292,2021,3,30,07,2021-03-30 07:00:00,2021-03-30,5.4,봄
5200,강남,310,2021,3,30,08,2021-03-30 08:00:00,2021-03-30,7.4,봄
5237,강남,319,2021,3,30,09,2021-03-30 09:00:00,2021-03-30,9.8,봄
5248,강남,231,2021,3,30,10,2021-03-30 10:00:00,2021-03-30,12.0,봄
5295,강남,173,2021,3,30,11,2021-03-30 11:00:00,2021-03-30,14.4,봄
5330,강남,165,2021,3,30,12,2021-03-30 12:00:00,2021-03-30,15.7,봄
5355,강남,173,2021,3,30,13,2021-03-30 13:00:00,2021-03-30,16.7,봄
5391,강남,169,2021,3,30,14,2021-03-30 14:00:00,2021-03-30,17.8,봄
5406,강남,138,2021,3,30,15,2021-03-30 15:00:00,2021-03-30,18.6,봄
5445,강남,151,2021,3,30,16,2021-03-30 16:00:00,2021-03-30,18.8,봄
5471,강남,150,2021,3,30,17,2021-03-30 17:00:00,2021-03-30,18.4,봄
5506,강남,168,2021,3,30,18,2021-03-30 18:00:00,2021-03-30,17.4,봄
5560,강남,198,2021,3,30,19,2021-03-30 19:00:00,2021-03-30,15.3,봄
5583,강남,231,2021,3,30,20,2021-03-30 20:00:00,2021-03-30,13.9,봄
5630,강남,311,2021,3,30,21,2021-03-30 21:00:00,2021-03-30,12.4,봄
5709,강남,303,2021,3,30,22,2021-03-30 22:00:00,2021-03-30,10.9,봄
5742,강남,294,2021,3,30,23,2021-03-30 23:00:00,2021-03-30,9.5,봄
5791,강남,266,2021,3,31,00,2021-03-31 00:00:00,2021-03-31,8.6,봄
5850,강남,270,2021,3,31,01,2021-03-31 01:00:00,2021-03-31,7.5,봄
5905,강남,246,2021,3,31,02,2021-03-31 02:00:00,2021-03-31,6.6,봄
5962,강남,234,2021,3,31,03,2021-03-31 03:00:00,2021-03-31,5.9,봄
5997,강남,218,2021,3,31,04,2021-03-31 04:00:00,2021-03-31,5.6,봄
6057,강남,207,2021,3,31,05,2021-03-31 05:00:00,2021-03-31,5.4,봄
6094,강남,230,2021,3,31,06,2021-03-31 06:00:00,2021-03-31,4.8,봄
6147,강남,244,2021,3,31,07,2021-03-31 07:00:00,2021-03-31,5.7,봄
6189,강남,279,2021,3,31,08,2021-03-31 08:00:00,2021-03-31,9.2,봄
6215,강남,305,2021,3,31,09,2021-03-31 09:00:00,2021-03-31,12.5,봄
6255,강남,237,2021,3,31,10,2021-03-31 10:00:00,2021-03-31,14.3,봄
6357,강남,189,2021,3,31,11,2021-03-31 11:00:00,2021-03-31,16.7,봄
6524,강남,169,2021,3,31,12,2021-03-31 12:00:00,2021-03-31,18.8,봄
6595,강남,155,2021,3,31,13,2021-03-31 13:00:00,2021-03-31,20.7,봄
6636,강남,137,2021,3,31,14,2021-03-31 14:00:00,2021-03-31,22.1,봄
6666,강남,105,2021,3,31,15,2021-03-31 15:00:00,2021-03-31,22.7,봄
6686,강남,126,2021,3,31,16,2021-03-31 16:00:00,2021-03-31,22.3,봄
6717,강남,154,2021,3,31,17,2021-03-31 17:00:00,2021-03-31,22.7,봄
6911,강남,164,2021,3,31,18,2021-03-31 18:00:00,2021-03-31,21.5,봄
6948,강남,167,2021,3,31,19,2021-03-31 19:00:00,2021-03-31,19.4,봄
6992,강남,210,2021,3,31,20,2021-03-31 20:00:00,2021-03-31,18.4,봄
7035,강남,243,2021,3,31,21,2021-03-31 21:00:00,2021-03-31,15.5,봄
7065,강남,243,2021,3,31,22,2021-03-31 22:00:00,2021-03-31,14.1,봄
7087,강남,268,2021,3,31,23,2021-03-31 23:00:00,2021-03-31,12.9,봄
7104,강남,260,2021,4,01,00,2021-04-01 00:00:00,2021-04-01,12.1,봄
7129,강남,201,2021,4,01,01,2021-04-01 01:00:00,2021-04-01,11.1,봄
7142,강남,192,2021,4,01,02,2021-04-01 02:00:00,2021-04-01,11.1,봄
7173,강남,177,2021,4,01,03,2021-04-01 03:00:00,2021-04-01,10.8,봄
7203,강남,170,2021,4,01,04,2021-04-01 04:00:00,2021-04-01,9.8,봄
7227,강남,175,2021,4,01,05,2021-04-01 05:00:00,2021-04-01,9.1,봄
7249,강남,174,2021,4,01,06,2021-04-01 06:00:00,2021-04-01,9.3,봄
7270,강남,238,2021,4,01,07,2021-04-01 07:00:00,2021-04-01,9.9,봄
7307,강남,247,2021,4,01,08,2021-04-01 08:00:00,2021-04-01,14.8,봄
7350,강남,237,2021,4,01,09,2021-04-01 09:00:00,2021-04-01,17.2,봄
7616,강남,170,2021,4,01,10,2021-04-01 10:00:00,2021-04-01,19.4,봄
7633,강남,150,2021,4,01,11,2021-04-01 11:00:00,2021-04-01,20.3,봄
7656,강남,154,2021,4,01,12,2021-04-01 12:00:00,2021-04-01,21.8,봄
7673,강남,136,2021,4,01,13,2021-04-01 13:00:00,2021-04-01,22.8,봄
7686,강남,120,2021,4,01,14,2021-04-01 14:00:00,2021-04-01,23.1,봄
7721,강남,146,2021,4,01,15,2021-04-01 15:00:00,2021-04-01,23.6,봄
7761,강남,150,2021,4,01,16,2021-04-01 16:00:00,2021-04-01,23.3,봄
7804,강남,147,2021,4,01,17,2021-04-01 17:00:00,2021-04-01,23.1,봄
7832,강남,153,2021,4,01,18,2021-04-01 18:00:00,2021-04-01,22.3,봄
7846,강남,157,2021,4,01,19,2021-04-01 19:00:00,2021-04-01,20.7,봄
7922,강남,225,2021,4,01,20,2021-04-01 20:00:00,2021-04-01,19.4,봄
7959,강남,226,2021,4,01,21,2021-04-01 21:00:00,2021-04-01,18.4,봄
7980,강남,236,2021,4,01,22,2021-04-01 22:00:00,2021-04-01,17.9,봄
8008,강남,230,2021,4,01,23,2021-04-01 23:00:00,2021-04-01,16.4,봄
8044,강남,204,2021,4,02,00,2021-04-02 00:00:00,2021-04-02,15.5,봄
8071,강남,175,2021,4,02,01,2021-04-02 01:00:00,2021-04-02,14.7,봄
8146,강남,158,2021,4,02,02,2021-04-02 02:00:00,2021-04-02,14.2,봄
8172,강남,153,2021,4,02,03,2021-04-02 03:00:00,2021-04-02,13.7,봄
8196,강남,156,2021,4,02,04,2021-04-02 04:00:00,2021-04-02,13.2,봄
8224,강남,177,2021,4,02,05,2021-04-02 05:00:00,2021-04-02,13.7,봄
8243,강남,204,2021,4,02,06,2021-04-02 06:00:00,2021-04-02,13.9,봄
8277,강남,213,2021,4,02,07,2021-04-02 07:00:00,2021-04-02,14.2,봄
8320,강남,218,2021,4,02,08,2021-04-02 08:00:00,2021-04-02,14.9,봄
8330,강남,191,2021,4,02,09,2021-04-02 09:00:00,2021-04-02,16.9,봄
8355,강남,144,2021,4,02,10,2021-04-02 10:00:00,2021-04-02,18.3,봄
8392,강남,131,2021,4,02,11,2021-04-02 11:00:00,2021-04-02,19.9,봄
8421,강남,115,2021,4,02,12,2021-04-02 12:00:00,2021-04-02,21.0,봄
8450,강남,130,2021,4,02,13,2021-04-02 13:00:00,2021-04-02,22.8,봄
8481,강남,119,2021,4,02,14,2021-04-02 14:00:00,2021-04-02,22.5,봄
8508,강남,101,2021,4,02,15,2021-04-02 15:00:00,2021-04-02,22.5,봄
8582,강남,115,2021,4,02,16,2021-04-02 16:00:00,2021-04-02,22.4,봄
8632,강남,118,2021,4,02,17,2021-04-02 17:00:00,2021-04-02,22.4,봄
8682,강남,164,2021,4,02,18,2021-04-02 18:00:00,2021-04-02,22.0,봄
8714,강남,185,2021,4,02,19,2021-04-02 19:00:00,2021-04-02,21.4,봄
8753,강남,186,2021,4,02,20,2021-04-02 20:00:00,2021-04-02,19.5,봄
8795,강남,183,2021,4,02,21,2021-04-02 21:00:00,2021-04-02,18.8,봄
8857,강남,173,2021,4,02,22,2021-04-02 22:00:00,2021-04-02,19.3,봄
9673,강남,163,2021,4,02,23,2021-04-02 23:00:00,2021-04-02,18.3,봄
9685,강남,166,2021,4,03,00,2021-04-03 00:00:00,2021-04-03,18.0,봄
9700,강남,172,2021,4,03,01,2021-04-03 01:00:00,2021-04-03,17.7,봄
9725,강남,140,2021,4,03,02,2021-04-03 02:00:00,2021-04-03,18.5,봄
9741,강남,122,2021,4,03,03,2021-04-03 03:00:00,2021-04-03,18.4,봄
9765,강남,109,2021,4,03,04,2021-04-03 04:00:00,2021-04-03,18.4,봄
9787,강남,105,2021,4,03,05,2021-04-03 05:00:00,2021-04-03,17.9,봄
9819,강남,115,2021,4,03,06,2021-04-03 06:00:00,2021-04-03,18.1,봄
9858,강남,131,2021,4,03,07,2021-04-03 07:00:00,2021-04-03,18.1,봄
9875,강남,155,2021,4,03,08,2021-04-03 08:00:00,2021-04-03,18.2,봄
9893,강남,166,2021,4,03,09,2021-04-03 09:00:00,2021-04-03,18.3,봄
9910,강남,195,2021,4,03,10,2021-04-03 10:00:00,2021-04-03,16.9,봄
9946,강남,223,2021,4,03,11,2021-04-03 11:00:00,2021-04-03,14.7,봄
9978,강남,208,2021,4,03,12,2021-04-03 12:00:00,2021-04-03,14.4,봄
9991,강남,184,2021,4,03,13,2021-04-03 13:00:00,2021-04-03,14.2,봄
10038,강남,185,2021,4,03,14,2021-04-03 14:00:00,2021-04-03,14.5,봄
10048,강남,196,2021,4,03,15,2021-04-03 15:00:00,2021-04-03,14.3,봄
10087,강남,191,2021,4,03,16,2021-04-03 16:00:00,2021-04-03,14.4,봄
10112,강남,190,2021,4,03,17,2021-04-03 17:00:00,2021-04-03,14.2,봄
10140,강남,203,2021,4,03,18,2021-04-03 18:00:00,2021-04-03,13.7,봄
11010,강남,230,2021,4,03,19,2021-04-03 19:00:00,2021-04-03,13.6,봄
11027,강남,255,2021,4,03,20,2021-04-03 20:00:00,2021-04-03,13.0,봄
11064,강남,273,2021,4,03,21,2021-04-03 21:00:00,2021-04-03,12.4,봄
11376,강남,266,2021,4,03,22,2021-04-03 22:00:00,2021-04-03,11.5,봄
11406,강남,253,2021,4,03,23,2021-04-03 23:00:00,2021-04-03,11.0,봄
11446,강남,199,2021,4,04,00,2021-04-04 00:00:00,2021-04-04,11.0,봄
11482,강남,202,2021,4,04,01,2021-04-04 01:00:00,2021-04-04,10.8,봄
11538,강남,201,2021,4,04,02,2021-04-04 02:00:00,2021-04-04,11.2,봄
11584,강남,196,2021,4,04,03,2021-04-04 03:00:00,2021-04-04,11.2,봄
11632,강남,193,2021,4,04,04,2021-04-04 04:00:00,2021-04-04,10.7,봄
11665,강남,191,2021,4,04,05,2021-04-04 05:00:00,2021-04-04,10.6,봄
11704,강남,193,2021,4,04,06,2021-04-04 06:00:00,2021-04-04,10.5,봄
12179,강남,193,2021,4,04,07,2021-04-04 07:00:00,2021-04-04,10.8,봄
12216,강남,197,2021,4,04,08,2021-04-04 08:00:00,2021-04-04,10.8,봄
12255,강남,217,2021,4,04,09,2021-04-04 09:00:00,2021-04-04,11.3,봄
12298,강남,236,2021,4,04,10,2021-04-04 10:00:00,2021-04-04,12.1,봄
12376,강남,226,2021,4,04,11,2021-04-04 11:00:00,2021-04-04,13.3,봄
12451,강남,209,2021,4,04,12,2021-04-04 12:00:00,2021-04-04,14.6,봄
13251,강남,200,2021,4,04,13,2021-04-04 13:00:00,2021-04-04,15.1,봄
13268,강남,184,2021,4,04,14,2021-04-04 14:00:00,2021-04-04,15.7,봄
13303,강남,162,2021,4,04,15,2021-04-04 15:00:00,2021-04-04,15.9,봄
13338,강남,156,2021,4,04,16,2021-04-04 16:00:00,2021-04-04,15.4,봄
13373,강남,172,2021,4,04,17,2021-04-04 17:00:00,2021-04-04,15.0,봄
13413,강남,185,2021,4,04,18,2021-04-04 18:00:00,2021-04-04,14.7,봄
13455,강남,200,2021,4,04,19,2021-04-04 19:00:00,2021-04-04,13.8,봄
13465,강남,265,2021,4,04,20,2021-04-04 20:00:00,2021-04-04,12.6,봄
13505,강남,288,2021,4,04,21,2021-04-04 21:00:00,2021-04-04,12.3,봄
13543,강남,312,2021,4,04,22,2021-04-04 22:00:00,2021-04-04,11.2,봄
13556,강남,258,2021,4,04,23,2021-04-04 23:00:00,2021-04-04,10.6,봄
13584,강남,249,2021,4,05,00,2021-04-05 00:00:00,2021-04-05,9.8,봄
13647,강남,230,2021,4,05,01,2021-04-05 01:00:00,2021-04-05,9.2,봄
13673,강남,224,2021,4,05,02,2021-04-05 02:00:00,2021-04-05,8.7,봄
13702,강남,222,2021,4,05,03,2021-04-05 03:00:00,2021-04-05,8.7,봄
13724,강남,213,2021,4,05,04,2021-04-05 04:00:00,2021-04-05,7.1,봄
13754,강남,219,2021,4,05,05,2021-04-05 05:00:00,2021-04-05,6.5,봄
13773,강남,224,2021,4,05,06,2021-04-05 06:00:00,2021-04-05,6.3,봄
13814,강남,251,2021,4,05,07,2021-04-05 07:00:00,2021-04-05,7.1,봄
13840,강남,270,2021,4,05,08,2021-04-05 08:00:00,2021-04-05,9.5,봄
13867,강남,261,2021,4,05,09,2021-04-05 09:00:00,2021-04-05,10.8,봄
13901,강남,188,2021,4,05,10,2021-04-05 10:00:00,2021-04-05,13.2,봄
13957,강남,151,2021,4,05,11,2021-04-05 11:00:00,2021-04-05,14.1,봄
13999,강남,143,2021,4,05,12,2021-04-05 12:00:00,2021-04-05,15.9,봄
14047,강남,144,2021,4,05,13,2021-04-05 13:00:00,2021-04-05,16.9,봄
14061,강남,144,2021,4,05,14,2021-04-05 14:00:00,2021-04-05,18.5,봄
14080,강남,144,2021,4,05,15,2021-04-05 15:00:00,2021-04-05,18.4,봄
14111,강남,141,2021,4,05,16,2021-04-05 16:00:00,2021-04-05,19.1,봄
14155,강남,145,2021,4,05,17,2021-04-05 17:00:00,2021-04-05,19.5,봄
14196,강남,147,2021,4,05,18,2021-04-05 18:00:00,2021-04-05,16.3,봄
14211,강남,214,2021,4,05,19,2021-04-05 19:00:00,2021-04-05,15.0,봄
15585,강남,252,2021,4,05,20,2021-04-05 20:00:00,2021-04-05,14.2,봄
15599,강남,255,2021,4,05,21,2021-04-05 21:00:00,2021-04-05,13.3,봄
15621,강남,251,2021,4,05,22,2021-04-05 22:00:00,2021-04-05,12.1,봄
15663,강남,239,2021,4,05,23,2021-04-05 23:00:00,2021-04-05,11.3,봄
15697,강남,221,2021,4,06,00,2021-04-06 00:00:00,2021-04-06,11.9,봄
15757,강남,227,2021,4,06,01,2021-04-06 01:00:00,2021-04-06,11.2,봄
15779,강남,202,2021,4,06,02,2021-04-06 02:00:00,2021-04-06,10.8,봄
15815,강남,175,2021,4,06,03,2021-04-06 03:00:00,2021-04-06,10.1,봄
15830,강남,183,2021,4,06,04,2021-04-06 04:00:00,2021-04-06,9.9,봄
15853,강남,182,2021,4,06,05,2021-04-06 05:00:00,2021-04-06,10.1,봄
15872,강남,207,2021,4,06,06,2021-04-06 06:00:00,2021-04-06,9.5,봄
15900,강남,241,2021,4,06,07,2021-04-06 07:00:00,2021-04-06,9.5,봄
15931,강남,245,2021,4,06,08,2021-04-06 08:00:00,2021-04-06,11.0,봄
15949,강남,228,2021,4,06,09,2021-04-06 09:00:00,2021-04-06,12.9,봄
16019,강남,178,2021,4,06,10,2021-04-06 10:00:00,2021-04-06,15.8,봄
16385,강남,178,2021,4,06,11,2021-04-06 11:00:00,2021-04-06,16.8,봄
16411,강남,145,2021,4,06,12,2021-04-06 12:00:00,2021-04-06,18.0,봄
16430,강남,144,2021,4,06,13,2021-04-06 13:00:00,2021-04-06,19.2,봄
16461,강남,130,2021,4,06,14,2021-04-06 14:00:00,2021-04-06,19.5,봄
16480,강남,123,2021,4,06,15,2021-04-06 15:00:00,2021-04-06,19.3,봄
16510,강남,113,2021,4,06,16,2021-04-06 16:00:00,2021-04-06,19.6,봄
17471,강남,139,2021,4,06,17,2021-04-06 17:00:00,2021-04-06,18.9,봄
17475,강남,150,2021,4,06,18,2021-04-06 18:00:00,2021-04-06,18.3,봄
17520,강남,160,2021,4,06,19,2021-04-06 19:00:00,2021-04-06,16.8,봄
17569,강남,212,2021,4,06,20,2021-04-06 20:00:00,2021-04-06,16.0,봄
17596,강남,243,2021,4,06,21,2021-04-06 21:00:00,2021-04-06,14.9,봄
17638,강남,250,2021,4,06,22,2021-04-06 22:00:00,2021-04-06,14.0,봄
17678,강남,252,2021,4,06,23,2021-04-06 23:00:00,2021-04-06,13.7,봄
17716,강남,229,2021,4,07,00,2021-04-07 00:00:00,2021-04-07,12.7,봄
17760,강남,209,2021,4,07,01,2021-04-07 01:00:00,2021-04-07,12.1,봄
18280,강남,198,2021,4,07,02,2021-04-07 02:00:00,2021-04-07,10.7,봄
18293,강남,198,2021,4,07,03,2021-04-07 03:00:00,2021-04-07,9.5,봄
18308,강남,204,2021,4,07,04,2021-04-07 04:00:00,2021-04-07,9.5,봄
18339,강남,205,2021,4,07,05,2021-04-07 05:00:00,2021-04-07,8.1,봄
18356,강남,206,2021,4,07,06,2021-04-07 06:00:00,2021-04-07,7.5,봄
18377,강남,224,2021,4,07,07,2021-04-07 07:00:00,2021-04-07,8.1,봄
18414,강남,221,2021,4,07,08,2021-04-07 08:00:00,2021-04-07,10.5,봄
18456,강남,192,2021,4,07,09,2021-04-07 09:00:00,2021-04-07,12.8,봄
19147,강남,173,2021,4,07,10,2021-04-07 10:00:00,2021-04-07,15.8,봄
19171,강남,159,2021,4,07,11,2021-04-07 11:00:00,2021-04-07,17.7,봄
19190,강남,154,2021,4,07,12,2021-04-07 12:00:00,2021-04-07,19.6,봄
19228,강남,141,2021,4,07,13,2021-04-07 13:00:00,2021-04-07,20.3,봄
19262,강남,139,2021,4,07,14,2021-04-07 14:00:00,2021-04-07,21.0,봄
19954,강남,126,2021,4,07,15,2021-04-07 15:00:00,2021-04-07,20.7,봄
19972,강남,125,2021,4,07,16,2021-04-07 16:00:00,2021-04-07,20.1,봄
19992,강남,126,2021,4,07,17,2021-04-07 17:00:00,2021-04-07,19.3,봄
20009,강남,134,2021,4,07,18,2021-04-07 18:00:00,2021-04-07,18.1,봄
20047,강남,193,2021,4,07,19,2021-04-07 19:00:00,2021-04-07,16.4,봄
20080,강남,226,2021,4,07,20,2021-04-07 20:00:00,2021-04-07,15.6,봄
20145,강남,247,2021,4,07,21,2021-04-07 21:00:00,2021-04-07,15.0,봄
20169,강남,247,2021,4,07,22,2021-04-07 22:00:00,2021-04-07,14.3,봄
20208,강남,234,2021,4,07,23,2021-04-07 23:00:00,2021-04-07,14.2,봄
20257,강남,205,2021,4,08,00,2021-04-08 00:00:00,2021-04-08,13.5,봄
20467,강남,183,2021,4,08,01,2021-04-08 01:00:00,2021-04-08,12.8,봄
20487,강남,184,2021,4,08,02,2021-04-08 02:00:00,2021-04-08,12.4,봄
20545,강남,187,2021,4,08,03,2021-04-08 03:00:00,2021-04-08,11.4,봄
20579,강남,173,2021,4,08,04,2021-04-08 04:00:00,2021-04-08,10.6,봄
20619,강남,178,2021,4,08,05,2021-04-08 05:00:00,2021-04-08,8.8,봄
20634,강남,196,2021,4,08,06,2021-04-08 06:00:00,2021-04-08,7.3,봄
20656,강남,213,2021,4,08,07,2021-04-08 07:00:00,2021-04-08,8.3,봄
20684,강남,249,2021,4,08,08,2021-04-08 08:00:00,2021-04-08,11.4,봄
20720,강남,217,2021,4,08,09,2021-04-08 09:00:00,2021-04-08,13.3,봄
20744,강남,170,2021,4,08,10,2021-04-08 10:00:00,2021-04-08,15.2,봄
20758,강남,143,2021,4,08,11,2021-04-08 11:00:00,2021-04-08,16.3,봄
20786,강남,133,2021,4,08,12,2021-04-08 12:00:00,2021-04-08,17.4,봄
20903,강남,123,2021,4,08,13,2021-04-08 13:00:00,2021-04-08,17.4,봄
20912,강남,123,2021,4,08,14,2021-04-08 14:00:00,2021-04-08,17.9,봄
20949,강남,116,2021,4,08,15,2021-04-08 15:00:00,2021-04-08,18.3,봄
20981,강남,123,2021,4,08,16,2021-04-08 16:00:00,2021-04-08,17.8,봄
21008,강남,128,2021,4,08,17,2021-04-08 17:00:00,2021-04-08,18.2,봄
21054,강남,145,2021,4,08,18,2021-04-08 18:00:00,2021-04-08,17.4,봄
21106,강남,171,2021,4,08,19,2021-04-08 19:00:00,2021-04-08,16.3,봄
21144,강남,203,2021,4,08,20,2021-04-08 20:00:00,2021-04-08,15.2,봄
21170,강남,230,2021,4,08,21,2021-04-08 21:00:00,2021-04-08,14.2,봄
21214,강남,269,2021,4,08,22,2021-04-08 22:00:00,2021-04-08,13.5,봄
21369,강남,284,2021,4,08,23,2021-04-08 23:00:00,2021-04-08,12.6,봄
21396,강남,224,2021,4,09,00,2021-04-09 00:00:00,2021-04-09,12.3,봄
21407,강남,204,2021,4,09,01,2021-04-09 01:00:00,2021-04-09,9.9,봄
21465,강남,210,2021,4,09,02,2021-04-09 02:00:00,2021-04-09,8.8,봄
21499,강남,206,2021,4,09,03,2021-04-09 03:00:00,2021-04-09,8.2,봄
21535,강남,203,2021,4,09,04,2021-04-09 04:00:00,2021-04-09,7.4,봄
21551,강남,186,2021,4,09,05,2021-04-09 05:00:00,2021-04-09,8.3,봄
21575,강남,180,2021,4,09,06,2021-04-09 06:00:00,2021-04-09,7.7,봄
21610,강남,232,2021,4,09,07,2021-04-09 07:00:00,2021-04-09,10.4,봄
21652,강남,250,2021,4,09,08,2021-04-09 08:00:00,2021-04-09,12.1,봄
21688,강남,233,2021,4,09,09,2021-04-09 09:00:00,2021-04-09,13.4,봄
21727,강남,169,2021,4,09,10,2021-04-09 10:00:00,2021-04-09,15.1,봄
21754,강남,149,2021,4,09,11,2021-04-09 11:00:00,2021-04-09,14.8,봄
21781,강남,137,2021,4,09,12,2021-04-09 12:00:00,2021-04-09,17.7,봄
21816,강남,136,2021,4,09,13,2021-04-09 13:00:00,2021-04-09,17.6,봄
21842,강남,124,2021,4,09,14,2021-04-09 14:00:00,2021-04-09,18.6,봄
21868,강남,88,2021,4,09,15,2021-04-09 15:00:00,2021-04-09,18.7,봄
21905,강남,111,2021,4,09,16,2021-04-09 16:00:00,2021-04-09,18.9,봄
21935,강남,151,2021,4,09,17,2021-04-09 17:00:00,2021-04-09,19.0,봄
21952,강남,155,2021,4,09,18,2021-04-09 18:00:00,2021-04-09,18.6,봄
21998,강남,169,2021,4,09,19,2021-04-09 19:00:00,2021-04-09,16.8,봄
22051,강남,211,2021,4,09,20,2021-04-09 20:00:00,2021-04-09,16.1,봄
22102,강남,229,2021,4,09,21,2021-04-09 21:00:00,2021-04-09,14.6,봄
22499,강남,255,2021,4,09,22,2021-04-09 22:00:00,2021-04-09,13.4,봄
22548,강남,264,2021,4,09,23,2021-04-09 23:00:00,2021-04-09,12.3,봄
22595,강남,213,2021,4,10,00,2021-04-10 00:00:00,2021-04-10,11.4,봄
22639,강남,202,2021,4,10,01,2021-04-10 01:00:00,2021-04-10,10.6,봄
22649,강남,201,2021,4,10,02,2021-04-10 02:00:00,2021-04-10,10.1,봄
22678,강남,183,2021,4,10,03,2021-04-10 03:00:00,2021-04-10,9.3,봄
