,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
6803,강남,516,2022,2,17,13,2022-02-17 13:00:00,2022-02-17,-3.4,겨울
6840,강남,498,2022,2,17,14,2022-02-17 14:00:00,2022-02-17,-2.4,겨울
6851,강남,470,2022,2,17,15,2022-02-17 15:00:00,2022-02-17,-1.8,겨울
6874,강남,478,2022,2,17,16,2022-02-17 16:00:00,2022-02-17,-1.3,겨울
6895,강남,490,2022,2,17,17,2022-02-17 17:00:00,2022-02-17,-1.1,겨울
6921,강남,541,2022,2,17,18,2022-02-17 18:00:00,2022-02-17,-1.8,겨울
6949,강남,636,2022,2,17,19,2022-02-17 19:00:00,2022-02-17,-2.3,겨울
6985,강남,714,2022,2,17,20,2022-02-17 20:00:00,2022-02-17,-2.6,겨울
7024,강남,757,2022,2,17,21,2022-02-17 21:00:00,2022-02-17,-2.9,겨울
7050,강남,725,2022,2,17,22,2022-02-17 22:00:00,2022-02-17,-3.0,겨울
7068,강남,693,2022,2,17,23,2022-02-17 23:00:00,2022-02-17,-5.1,겨울
7083,강남,662,2022,2,18,00,2022-02-18 00:00:00,2022-02-18,-5.2,겨울
7102,강남,630,2022,2,18,01,2022-02-18 01:00:00,2022-02-18,-6.4,겨울
7111,강남,617,2022,2,18,02,2022-02-18 02:00:00,2022-02-18,-6.7,겨울
7132,강남,619,2022,2,18,03,2022-02-18 03:00:00,2022-02-18,-5.7,겨울
7147,강남,603,2022,2,18,04,2022-02-18 04:00:00,2022-02-18,-6.6,겨울
7176,강남,588,2022,2,18,05,2022-02-18 05:00:00,2022-02-18,-7.7,겨울
7217,강남,587,2022,2,18,06,2022-02-18 06:00:00,2022-02-18,-7.5,겨울
7259,강남,644,2022,2,18,07,2022-02-18 07:00:00,2022-02-18,-7.3,겨울
7280,강남,658,2022,2,18,08,2022-02-18 08:00:00,2022-02-18,-6.4,겨울
7315,강남,669,2022,2,18,09,2022-02-18 09:00:00,2022-02-18,-4.9,겨울
7349,강남,619,2022,2,18,10,2022-02-18 10:00:00,2022-02-18,-2.3,겨울
7369,강남,553,2022,2,18,11,2022-02-18 11:00:00,2022-02-18,0.1,겨울
7401,강남,508,2022,2,18,12,2022-02-18 12:00:00,2022-02-18,2.3,겨울
7446,강남,455,2022,2,18,13,2022-02-18 13:00:00,2022-02-18,3.8,겨울
7464,강남,418,2022,2,18,14,2022-02-18 14:00:00,2022-02-18,5.3,겨울
7473,강남,390,2022,2,18,15,2022-02-18 15:00:00,2022-02-18,5.0,겨울
7504,강남,385,2022,2,18,16,2022-02-18 16:00:00,2022-02-18,5.1,겨울
7522,강남,396,2022,2,18,17,2022-02-18 17:00:00,2022-02-18,5.1,겨울
7564,강남,435,2022,2,18,18,2022-02-18 18:00:00,2022-02-18,4.0,겨울
7581,강남,536,2022,2,18,19,2022-02-18 19:00:00,2022-02-18,3.1,겨울
7599,강남,681,2022,2,18,20,2022-02-18 20:00:00,2022-02-18,2.1,겨울
7618,강남,731,2022,2,18,21,2022-02-18 21:00:00,2022-02-18,2.1,겨울
7638,강남,739,2022,2,18,22,2022-02-18 22:00:00,2022-02-18,1.7,겨울
7699,강남,700,2022,2,18,23,2022-02-18 23:00:00,2022-02-18,1.4,겨울
7732,강남,600,2022,2,19,00,2022-02-19 00:00:00,2022-02-19,1.1,겨울
7771,강남,562,2022,2,19,01,2022-02-19 01:00:00,2022-02-19,1.1,겨울
7816,강남,544,2022,2,19,02,2022-02-19 02:00:00,2022-02-19,0.4,겨울
7838,강남,491,2022,2,19,03,2022-02-19 03:00:00,2022-02-19,0.2,겨울
7917,강남,496,2022,2,19,04,2022-02-19 04:00:00,2022-02-19,0.3,겨울
7948,강남,494,2022,2,19,05,2022-02-19 05:00:00,2022-02-19,-0.1,겨울
7997,강남,527,2022,2,19,06,2022-02-19 06:00:00,2022-02-19,-0.7,겨울
8679,강남,536,2022,2,19,07,2022-02-19 07:00:00,2022-02-19,-1.7,겨울
8716,강남,532,2022,2,19,08,2022-02-19 08:00:00,2022-02-19,-0.5,겨울
8781,강남,580,2022,2,19,09,2022-02-19 09:00:00,2022-02-19,0.4,겨울
8816,강남,551,2022,2,19,10,2022-02-19 10:00:00,2022-02-19,0.9,겨울
8853,강남,557,2022,2,19,11,2022-02-19 11:00:00,2022-02-19,1.3,겨울
8885,강남,539,2022,2,19,12,2022-02-19 12:00:00,2022-02-19,1.9,겨울
8895,강남,480,2022,2,19,13,2022-02-19 13:00:00,2022-02-19,2.9,겨울
8930,강남,451,2022,2,19,14,2022-02-19 14:00:00,2022-02-19,4.0,겨울
8951,강남,445,2022,2,19,15,2022-02-19 15:00:00,2022-02-19,4.1,겨울
8979,강남,422,2022,2,19,16,2022-02-19 16:00:00,2022-02-19,2.2,겨울
9010,강남,464,2022,2,19,17,2022-02-19 17:00:00,2022-02-19,1.0,겨울
9048,강남,548,2022,2,19,18,2022-02-19 18:00:00,2022-02-19,-0.8,겨울
9064,강남,622,2022,2,19,19,2022-02-19 19:00:00,2022-02-19,-0.6,겨울
9114,강남,737,2022,2,19,20,2022-02-19 20:00:00,2022-02-19,-1.2,겨울
9152,강남,773,2022,2,19,21,2022-02-19 21:00:00,2022-02-19,-2.7,겨울
9171,강남,747,2022,2,19,22,2022-02-19 22:00:00,2022-02-19,-4.1,겨울
9217,강남,731,2022,2,19,23,2022-02-19 23:00:00,2022-02-19,-4.8,겨울
9267,강남,698,2022,2,20,00,2022-02-20 00:00:00,2022-02-20,-4.7,겨울
9304,강남,630,2022,2,20,01,2022-02-20 01:00:00,2022-02-20,-4.6,겨울
9337,강남,619,2022,2,20,02,2022-02-20 02:00:00,2022-02-20,-4.8,겨울
9377,강남,600,2022,2,20,03,2022-02-20 03:00:00,2022-02-20,-5.3,겨울
9420,강남,576,2022,2,20,04,2022-02-20 04:00:00,2022-02-20,-5.9,겨울
9432,강남,567,2022,2,20,05,2022-02-20 05:00:00,2022-02-20,-6.4,겨울
9733,강남,573,2022,2,20,06,2022-02-20 06:00:00,2022-02-20,-6.6,겨울
9756,강남,619,2022,2,20,07,2022-02-20 07:00:00,2022-02-20,-7.0,겨울
9780,강남,631,2022,2,20,08,2022-02-20 08:00:00,2022-02-20,-7.1,겨울
9818,강남,631,2022,2,20,09,2022-02-20 09:00:00,2022-02-20,-6.3,겨울
9842,강남,609,2022,2,20,10,2022-02-20 10:00:00,2022-02-20,-4.6,겨울
9889,강남,597,2022,2,20,11,2022-02-20 11:00:00,2022-02-20,-3.9,겨울
9905,강남,562,2022,2,20,12,2022-02-20 12:00:00,2022-02-20,-2.1,겨울
9917,강남,546,2022,2,20,13,2022-02-20 13:00:00,2022-02-20,-1.9,겨울
9942,강남,509,2022,2,20,14,2022-02-20 14:00:00,2022-02-20,-0.9,겨울
9976,강남,475,2022,2,20,15,2022-02-20 15:00:00,2022-02-20,-0.7,겨울
9999,강남,464,2022,2,20,16,2022-02-20 16:00:00,2022-02-20,-0.5,겨울
10040,강남,473,2022,2,20,17,2022-02-20 17:00:00,2022-02-20,-1.0,겨울
10047,강남,550,2022,2,20,18,2022-02-20 18:00:00,2022-02-20,-1.4,겨울
10079,강남,630,2022,2,20,19,2022-02-20 19:00:00,2022-02-20,-2.0,겨울
10109,강남,719,2022,2,20,20,2022-02-20 20:00:00,2022-02-20,-2.4,겨울
10153,강남,758,2022,2,20,21,2022-02-20 21:00:00,2022-02-20,-2.4,겨울
12368,강남,737,2022,2,20,22,2022-02-20 22:00:00,2022-02-20,-2.9,겨울
12437,강남,694,2022,2,20,23,2022-02-20 23:00:00,2022-02-20,-3.2,겨울
12453,강남,639,2022,2,21,00,2022-02-21 00:00:00,2022-02-21,-3.7,겨울
12522,강남,615,2022,2,21,01,2022-02-21 01:00:00,2022-02-21,-4.0,겨울
12567,강남,597,2022,2,21,02,2022-02-21 02:00:00,2022-02-21,-4.6,겨울
12614,강남,565,2022,2,21,03,2022-02-21 03:00:00,2022-02-21,-5.3,겨울
12639,강남,544,2022,2,21,04,2022-02-21 04:00:00,2022-02-21,-5.3,겨울
12643,강남,534,2022,2,21,05,2022-02-21 05:00:00,2022-02-21,-6.1,겨울
12670,강남,565,2022,2,21,06,2022-02-21 06:00:00,2022-02-21,-6.7,겨울
12687,강남,615,2022,2,21,07,2022-02-21 07:00:00,2022-02-21,-6.7,겨울
12698,강남,656,2022,2,21,08,2022-02-21 08:00:00,2022-02-21,-5.7,겨울
12725,강남,657,2022,2,21,09,2022-02-21 09:00:00,2022-02-21,-4.0,겨울
12758,강남,624,2022,2,21,10,2022-02-21 10:00:00,2022-02-21,-0.7,겨울
12788,강남,568,2022,2,21,11,2022-02-21 11:00:00,2022-02-21,0.9,겨울
12809,강남,527,2022,2,21,12,2022-02-21 12:00:00,2022-02-21,0.1,겨울
12823,강남,504,2022,2,21,13,2022-02-21 13:00:00,2022-02-21,2.5,겨울
12873,강남,489,2022,2,21,14,2022-02-21 14:00:00,2022-02-21,3.9,겨울
12892,강남,467,2022,2,21,15,2022-02-21 15:00:00,2022-02-21,3.4,겨울
12913,강남,458,2022,2,21,16,2022-02-21 16:00:00,2022-02-21,3.0,겨울
12940,강남,480,2022,2,21,17,2022-02-21 17:00:00,2022-02-21,1.9,겨울
12947,강남,545,2022,2,21,18,2022-02-21 18:00:00,2022-02-21,0.9,겨울
12970,강남,639,2022,2,21,19,2022-02-21 19:00:00,2022-02-21,0.1,겨울
12990,강남,728,2022,2,21,20,2022-02-21 20:00:00,2022-02-21,-0.6,겨울
13012,강남,776,2022,2,21,21,2022-02-21 21:00:00,2022-02-21,-1.6,겨울
13031,강남,753,2022,2,21,22,2022-02-21 22:00:00,2022-02-21,-2.3,겨울
13041,강남,710,2022,2,21,23,2022-02-21 23:00:00,2022-02-21,-3.1,겨울
13046,강남,688,2022,2,22,00,2022-02-22 00:00:00,2022-02-22,-3.4,겨울
13095,강남,589,2022,2,22,01,2022-02-22 01:00:00,2022-02-22,-3.3,겨울
13138,강남,602,2022,2,22,02,2022-02-22 02:00:00,2022-02-22,-3.5,겨울
13179,강남,562,2022,2,22,03,2022-02-22 03:00:00,2022-02-22,-3.8,겨울
13214,강남,553,2022,2,22,04,2022-02-22 04:00:00,2022-02-22,-4.2,겨울
13271,강남,550,2022,2,22,05,2022-02-22 05:00:00,2022-02-22,-4.7,겨울
13291,강남,568,2022,2,22,06,2022-02-22 06:00:00,2022-02-22,-5.0,겨울
13304,강남,651,2022,2,22,07,2022-02-22 07:00:00,2022-02-22,-5.2,겨울
13340,강남,699,2022,2,22,08,2022-02-22 08:00:00,2022-02-22,-4.9,겨울
13369,강남,700,2022,2,22,09,2022-02-22 09:00:00,2022-02-22,-4.2,겨울
13408,강남,610,2022,2,22,10,2022-02-22 10:00:00,2022-02-22,-2.5,겨울
13439,강남,568,2022,2,22,11,2022-02-22 11:00:00,2022-02-22,-2.0,겨울
13905,강남,521,2022,2,22,12,2022-02-22 12:00:00,2022-02-22,-1.5,겨울
13944,강남,491,2022,2,22,13,2022-02-22 13:00:00,2022-02-22,-0.1,겨울
13960,강남,479,2022,2,22,14,2022-02-22 14:00:00,2022-02-22,0.0,겨울
14001,강남,456,2022,2,22,15,2022-02-22 15:00:00,2022-02-22,-0.3,겨울
14016,강남,460,2022,2,22,16,2022-02-22 16:00:00,2022-02-22,0.3,겨울
14859,강남,459,2022,2,22,17,2022-02-22 17:00:00,2022-02-22,-0.5,겨울
15004,강남,574,2022,2,22,18,2022-02-22 18:00:00,2022-02-22,-1.3,겨울
15025,강남,662,2022,2,22,19,2022-02-22 19:00:00,2022-02-22,-2.0,겨울
15055,강남,750,2022,2,22,20,2022-02-22 20:00:00,2022-02-22,-3.3,겨울
15098,강남,769,2022,2,22,21,2022-02-22 21:00:00,2022-02-22,-4.6,겨울
15141,강남,774,2022,2,22,22,2022-02-22 22:00:00,2022-02-22,-5.5,겨울
15186,강남,749,2022,2,22,23,2022-02-22 23:00:00,2022-02-22,-5.8,겨울
15202,강남,718,2022,2,23,00,2022-02-23 00:00:00,2022-02-23,-6.1,겨울
15225,강남,612,2022,2,23,01,2022-02-23 01:00:00,2022-02-23,-6.4,겨울
15247,강남,607,2022,2,23,02,2022-02-23 02:00:00,2022-02-23,-6.4,겨울
15267,강남,600,2022,2,23,03,2022-02-23 03:00:00,2022-02-23,-6.7,겨울
15288,강남,600,2022,2,23,04,2022-02-23 04:00:00,2022-02-23,-6.7,겨울
15323,강남,601,2022,2,23,05,2022-02-23 05:00:00,2022-02-23,-6.8,겨울
15344,강남,615,2022,2,23,06,2022-02-23 06:00:00,2022-02-23,-7.0,겨울
15370,강남,667,2022,2,23,07,2022-02-23 07:00:00,2022-02-23,-7.3,겨울
15397,강남,708,2022,2,23,08,2022-02-23 08:00:00,2022-02-23,-7.0,겨울
15415,강남,693,2022,2,23,09,2022-02-23 09:00:00,2022-02-23,-6.1,겨울
15440,강남,653,2022,2,23,10,2022-02-23 10:00:00,2022-02-23,-4.8,겨울
15471,강남,558,2022,2,23,11,2022-02-23 11:00:00,2022-02-23,-4.0,겨울
15518,강남,527,2022,2,23,12,2022-02-23 12:00:00,2022-02-23,-2.8,겨울
15548,강남,494,2022,2,23,13,2022-02-23 13:00:00,2022-02-23,-1.7,겨울
15579,강남,460,2022,2,23,14,2022-02-23 14:00:00,2022-02-23,-1.1,겨울
15612,강남,488,2022,2,23,15,2022-02-23 15:00:00,2022-02-23,-1.0,겨울
15634,강남,498,2022,2,23,16,2022-02-23 16:00:00,2022-02-23,-0.9,겨울
15661,강남,514,2022,2,23,17,2022-02-23 17:00:00,2022-02-23,-0.9,겨울
15706,강남,546,2022,2,23,18,2022-02-23 18:00:00,2022-02-23,-1.4,겨울
15720,강남,648,2022,2,23,19,2022-02-23 19:00:00,2022-02-23,-2.0,겨울
15744,강남,756,2022,2,23,20,2022-02-23 20:00:00,2022-02-23,-2.6,겨울
15762,강남,769,2022,2,23,21,2022-02-23 21:00:00,2022-02-23,-3.2,겨울
15796,강남,775,2022,2,23,22,2022-02-23 22:00:00,2022-02-23,-3.5,겨울
15861,강남,759,2022,2,23,23,2022-02-23 23:00:00,2022-02-23,-4.1,겨울
15895,강남,711,2022,2,24,00,2022-02-24 00:00:00,2022-02-24,-4.7,겨울
15943,강남,651,2022,2,24,01,2022-02-24 01:00:00,2022-02-24,-4.7,겨울
15965,강남,645,2022,2,24,02,2022-02-24 02:00:00,2022-02-24,-4.8,겨울
15990,강남,590,2022,2,24,03,2022-02-24 03:00:00,2022-02-24,-5.1,겨울
16028,강남,600,2022,2,24,04,2022-02-24 04:00:00,2022-02-24,-5.4,겨울
16043,강남,567,2022,2,24,05,2022-02-24 05:00:00,2022-02-24,-6.6,겨울
16074,강남,602,2022,2,24,06,2022-02-24 06:00:00,2022-02-24,-7.3,겨울
16096,강남,644,2022,2,24,07,2022-02-24 07:00:00,2022-02-24,-7.9,겨울
16120,강남,661,2022,2,24,08,2022-02-24 08:00:00,2022-02-24,-6.9,겨울
16168,강남,682,2022,2,24,09,2022-02-24 09:00:00,2022-02-24,-4.7,겨울
16213,강남,600,2022,2,24,10,2022-02-24 10:00:00,2022-02-24,-0.9,겨울
16249,강남,552,2022,2,24,11,2022-02-24 11:00:00,2022-02-24,0.1,겨울
16280,강남,483,2022,2,24,12,2022-02-24 12:00:00,2022-02-24,1.2,겨울
16306,강남,470,2022,2,24,13,2022-02-24 13:00:00,2022-02-24,2.3,겨울
16354,강남,431,2022,2,24,14,2022-02-24 14:00:00,2022-02-24,2.9,겨울
16389,강남,419,2022,2,24,15,2022-02-24 15:00:00,2022-02-24,3.4,겨울
16425,강남,407,2022,2,24,16,2022-02-24 16:00:00,2022-02-24,3.3,겨울
16468,강남,440,2022,2,24,17,2022-02-24 17:00:00,2022-02-24,2.7,겨울
16496,강남,491,2022,2,24,18,2022-02-24 18:00:00,2022-02-24,1.7,겨울
16536,강남,558,2022,2,24,19,2022-02-24 19:00:00,2022-02-24,1.0,겨울
16562,강남,678,2022,2,24,20,2022-02-24 20:00:00,2022-02-24,0.5,겨울
16588,강남,743,2022,2,24,21,2022-02-24 21:00:00,2022-02-24,0.1,겨울
16602,강남,712,2022,2,24,22,2022-02-24 22:00:00,2022-02-24,-1.1,겨울
16623,강남,699,2022,2,24,23,2022-02-24 23:00:00,2022-02-24,-1.4,겨울
17317,강남,651,2022,2,25,00,2022-02-25 00:00:00,2022-02-25,-2.3,겨울
17355,강남,555,2022,2,25,01,2022-02-25 01:00:00,2022-02-25,-2.8,겨울
17391,강남,554,2022,2,25,02,2022-02-25 02:00:00,2022-02-25,-3.4,겨울
17416,강남,534,2022,2,25,03,2022-02-25 03:00:00,2022-02-25,-2.1,겨울
17446,강남,502,2022,2,25,04,2022-02-25 04:00:00,2022-02-25,-3.5,겨울
17462,강남,514,2022,2,25,05,2022-02-25 05:00:00,2022-02-25,-3.8,겨울
17500,강남,559,2022,2,25,06,2022-02-25 06:00:00,2022-02-25,-3.8,겨울
17544,강남,583,2022,2,25,07,2022-02-25 07:00:00,2022-02-25,-2.4,겨울
17594,강남,606,2022,2,25,08,2022-02-25 08:00:00,2022-02-25,-1.8,겨울
17635,강남,584,2022,2,25,09,2022-02-25 09:00:00,2022-02-25,-0.4,겨울
17681,강남,547,2022,2,25,10,2022-02-25 10:00:00,2022-02-25,2.4,겨울
17714,강남,507,2022,2,25,11,2022-02-25 11:00:00,2022-02-25,5.2,겨울
17742,강남,448,2022,2,25,12,2022-02-25 12:00:00,2022-02-25,7.4,겨울
17792,강남,418,2022,2,25,13,2022-02-25 13:00:00,2022-02-25,8.0,겨울
17832,강남,405,2022,2,25,14,2022-02-25 14:00:00,2022-02-25,8.4,겨울
17854,강남,387,2022,2,25,15,2022-02-25 15:00:00,2022-02-25,8.55,겨울
17884,강남,365,2022,2,25,16,2022-02-25 16:00:00,2022-02-25,8.7,겨울
17901,강남,381,2022,2,25,17,2022-02-25 17:00:00,2022-02-25,7.8,겨울
17922,강남,455,2022,2,25,18,2022-02-25 18:00:00,2022-02-25,7.2,겨울
17933,강남,503,2022,2,25,19,2022-02-25 19:00:00,2022-02-25,7.0,겨울
17951,강남,584,2022,2,25,20,2022-02-25 20:00:00,2022-02-25,6.1,겨울
17977,강남,614,2022,2,25,21,2022-02-25 21:00:00,2022-02-25,6.1,겨울
17994,강남,615,2022,2,25,22,2022-02-25 22:00:00,2022-02-25,5.8,겨울
18008,강남,603,2022,2,25,23,2022-02-25 23:00:00,2022-02-25,4.9,겨울
18051,강남,549,2022,2,26,00,2022-02-26 00:00:00,2022-02-26,5.2,겨울
18554,강남,479,2022,2,26,01,2022-02-26 01:00:00,2022-02-26,5.2,겨울
18574,강남,471,2022,2,26,02,2022-02-26 02:00:00,2022-02-26,5.0,겨울
18618,강남,443,2022,2,26,03,2022-02-26 03:00:00,2022-02-26,5.0,겨울
18654,강남,424,2022,2,26,04,2022-02-26 04:00:00,2022-02-26,4.5,겨울
18693,강남,410,2022,2,26,05,2022-02-26 05:00:00,2022-02-26,4.8,겨울
18722,강남,414,2022,2,26,06,2022-02-26 06:00:00,2022-02-26,5.1,겨울
18759,강남,433,2022,2,26,07,2022-02-26 07:00:00,2022-02-26,3.6,겨울
19282,강남,449,2022,2,26,08,2022-02-26 08:00:00,2022-02-26,4.6,겨울
19299,강남,475,2022,2,26,09,2022-02-26 09:00:00,2022-02-26,6.1,겨울
19330,강남,487,2022,2,26,10,2022-02-26 10:00:00,2022-02-26,6.9,겨울
19347,강남,465,2022,2,26,11,2022-02-26 11:00:00,2022-02-26,8.0,겨울
19361,강남,443,2022,2,26,12,2022-02-26 12:00:00,2022-02-26,9.6,겨울
19402,강남,425,2022,2,26,13,2022-02-26 13:00:00,2022-02-26,10.7,겨울
19418,강남,420,2022,2,26,14,2022-02-26 14:00:00,2022-02-26,9.7,겨울
19444,강남,406,2022,2,26,15,2022-02-26 15:00:00,2022-02-26,9.2,겨울
19483,강남,399,2022,2,26,16,2022-02-26 16:00:00,2022-02-26,9.5,겨울
19496,강남,405,2022,2,26,17,2022-02-26 17:00:00,2022-02-26,9.1,겨울
19504,강남,456,2022,2,26,18,2022-02-26 18:00:00,2022-02-26,8.4,겨울
19521,강남,508,2022,2,26,19,2022-02-26 19:00:00,2022-02-26,6.7,겨울
19542,강남,546,2022,2,26,20,2022-02-26 20:00:00,2022-02-26,6.3,겨울
19560,강남,575,2022,2,26,21,2022-02-26 21:00:00,2022-02-26,5.5,겨울
19592,강남,588,2022,2,26,22,2022-02-26 22:00:00,2022-02-26,3.9,겨울
19610,강남,567,2022,2,26,23,2022-02-26 23:00:00,2022-02-26,3.0,겨울
19621,강남,519,2022,2,27,00,2022-02-27 00:00:00,2022-02-27,2.5,겨울
19666,강남,501,2022,2,27,01,2022-02-27 01:00:00,2022-02-27,2.6,겨울
19687,강남,479,2022,2,27,02,2022-02-27 02:00:00,2022-02-27,2.5,겨울
19706,강남,458,2022,2,27,03,2022-02-27 03:00:00,2022-02-27,2.2,겨울
19736,강남,436,2022,2,27,04,2022-02-27 04:00:00,2022-02-27,1.9,겨울
19751,강남,428,2022,2,27,05,2022-02-27 05:00:00,2022-02-27,1.2,겨울
19770,강남,438,2022,2,27,06,2022-02-27 06:00:00,2022-02-27,-0.8,겨울
19779,강남,467,2022,2,27,07,2022-02-27 07:00:00,2022-02-27,-1.2,겨울
19814,강남,481,2022,2,27,08,2022-02-27 08:00:00,2022-02-27,-0.6,겨울
19848,강남,495,2022,2,27,09,2022-02-27 09:00:00,2022-02-27,2.4,겨울
19888,강남,460,2022,2,27,10,2022-02-27 10:00:00,2022-02-27,5.1,겨울
19909,강남,399,2022,2,27,11,2022-02-27 11:00:00,2022-02-27,6.2,겨울
19912,강남,387,2022,2,27,12,2022-02-27 12:00:00,2022-02-27,7.8,겨울
19928,강남,377,2022,2,27,13,2022-02-27 13:00:00,2022-02-27,8.5,겨울
19939,강남,361,2022,2,27,14,2022-02-27 14:00:00,2022-02-27,8.9,겨울
19953,강남,329,2022,2,27,15,2022-02-27 15:00:00,2022-02-27,9.2,겨울
19978,강남,324,2022,2,27,16,2022-02-27 16:00:00,2022-02-27,8.8,겨울
20002,강남,350,2022,2,27,17,2022-02-27 17:00:00,2022-02-27,8.1,겨울
20029,강남,381,2022,2,27,18,2022-02-27 18:00:00,2022-02-27,7.4,겨울
20065,강남,447,2022,2,27,19,2022-02-27 19:00:00,2022-02-27,6.3,겨울
20104,강남,518,2022,2,27,20,2022-02-27 20:00:00,2022-02-27,5.1,겨울
20116,강남,549,2022,2,27,21,2022-02-27 21:00:00,2022-02-27,5.5,겨울
20151,강남,580,2022,2,27,22,2022-02-27 22:00:00,2022-02-27,4.9,겨울
20176,강남,539,2022,2,27,23,2022-02-27 23:00:00,2022-02-27,4.0,겨울
20196,강남,537,2022,2,28,00,2022-02-28 00:00:00,2022-02-28,3.1,겨울
20246,강남,484,2022,2,28,01,2022-02-28 01:00:00,2022-02-28,2.1,겨울
20287,강남,462,2022,2,28,02,2022-02-28 02:00:00,2022-02-28,2.3,겨울
20326,강남,420,2022,2,28,03,2022-02-28 03:00:00,2022-02-28,2.6,겨울
20345,강남,397,2022,2,28,04,2022-02-28 04:00:00,2022-02-28,2.7,겨울
20362,강남,396,2022,2,28,05,2022-02-28 05:00:00,2022-02-28,3.4,겨울
20378,강남,414,2022,2,28,06,2022-02-28 06:00:00,2022-02-28,2.9,겨울
20409,강남,447,2022,2,28,07,2022-02-28 07:00:00,2022-02-28,3.8,겨울
20429,강남,495,2022,2,28,08,2022-02-28 08:00:00,2022-02-28,4.7,겨울
20451,강남,503,2022,2,28,09,2022-02-28 09:00:00,2022-02-28,5.3,겨울
20470,강남,458,2022,2,28,10,2022-02-28 10:00:00,2022-02-28,7.1,겨울
20489,강남,399,2022,2,28,11,2022-02-28 11:00:00,2022-02-28,7.8,겨울
20518,강남,373,2022,2,28,12,2022-02-28 12:00:00,2022-02-28,8.5,겨울
20557,강남,339,2022,2,28,13,2022-02-28 13:00:00,2022-02-28,9.7,겨울
20588,강남,343,2022,2,28,14,2022-02-28 14:00:00,2022-02-28,10.6,겨울
21624,강남,324,2022,2,28,15,2022-02-28 15:00:00,2022-02-28,10.8,겨울
22085,강남,316,2022,2,28,16,2022-02-28 16:00:00,2022-02-28,11.5,겨울
22128,강남,321,2022,2,28,17,2022-02-28 17:00:00,2022-02-28,11.5,겨울
22169,강남,329,2022,2,28,18,2022-02-28 18:00:00,2022-02-28,11.1,겨울
22202,강남,409,2022,2,28,19,2022-02-28 19:00:00,2022-02-28,8.7,겨울
22237,강남,491,2022,2,28,20,2022-02-28 20:00:00,2022-02-28,6.2,겨울
22257,강남,535,2022,2,28,21,2022-02-28 21:00:00,2022-02-28,5.6,겨울
22281,강남,530,2022,2,28,22,2022-02-28 22:00:00,2022-02-28,5.2,겨울
22296,강남,516,2022,2,28,23,2022-02-28 23:00:00,2022-02-28,7.8,겨울
22324,강남,507,2022,3,01,00,2022-03-01 00:00:00,2022-03-01,7.0,봄
22367,강남,386,2022,3,01,01,2022-03-01 01:00:00,2022-03-01,7.2,봄
22395,강남,378,2022,3,01,02,2022-03-01 02:00:00,2022-03-01,7.1,봄
22437,강남,364,2022,3,01,03,2022-03-01 03:00:00,2022-03-01,6.8,봄
22467,강남,350,2022,3,01,04,2022-03-01 04:00:00,2022-03-01,5.7,봄
22506,강남,344,2022,3,01,05,2022-03-01 05:00:00,2022-03-01,5.2,봄
22555,강남,348,2022,3,01,06,2022-03-01 06:00:00,2022-03-01,5.4,봄
22586,강남,347,2022,3,01,07,2022-03-01 07:00:00,2022-03-01,5.4,봄
22622,강남,359,2022,3,01,08,2022-03-01 08:00:00,2022-03-01,5.6,봄
22640,강남,412,2022,3,01,09,2022-03-01 09:00:00,2022-03-01,6.0,봄
22681,강남,430,2022,3,01,10,2022-03-01 10:00:00,2022-03-01,6.8,봄
22771,강남,421,2022,3,01,11,2022-03-01 11:00:00,2022-03-01,7.4,봄
22775,강남,424,2022,3,01,12,2022-03-01 12:00:00,2022-03-01,7.2,봄
22803,강남,424,2022,3,01,13,2022-03-01 13:00:00,2022-03-01,8.5,봄
22839,강남,420,2022,3,01,14,2022-03-01 14:00:00,2022-03-01,8.7,봄
22898,강남,402,2022,3,01,15,2022-03-01 15:00:00,2022-03-01,10.1,봄
22945,강남,368,2022,3,01,16,2022-03-01 16:00:00,2022-03-01,9.9,봄
22992,강남,348,2022,3,01,17,2022-03-01 17:00:00,2022-03-01,9.0,봄
23029,강남,358,2022,3,01,18,2022-03-01 18:00:00,2022-03-01,8.1,봄
23068,강남,393,2022,3,01,19,2022-03-01 19:00:00,2022-03-01,7.2,봄
23090,강남,487,2022,3,01,20,2022-03-01 20:00:00,2022-03-01,5.7,봄
23109,강남,531,2022,3,01,21,2022-03-01 21:00:00,2022-03-01,4.9,봄
23136,강남,579,2022,3,01,22,2022-03-01 22:00:00,2022-03-01,3.3,봄
23166,강남,588,2022,3,01,23,2022-03-01 23:00:00,2022-03-01,2.5,봄
23199,강남,541,2022,3,02,00,2022-03-02 00:00:00,2022-03-02,1.9,봄
23243,강남,496,2022,3,02,01,2022-03-02 01:00:00,2022-03-02,1.7,봄
23381,강남,456,2022,3,02,02,2022-03-02 02:00:00,2022-03-02,1.1,봄
23417,강남,434,2022,3,02,03,2022-03-02 03:00:00,2022-03-02,0.7,봄
23456,강남,440,2022,3,02,04,2022-03-02 04:00:00,2022-03-02,-1.0,봄
23643,강남,409,2022,3,02,05,2022-03-02 05:00:00,2022-03-02,-1.4,봄
23686,강남,418,2022,3,02,06,2022-03-02 06:00:00,2022-03-02,-2.0,봄
23698,강남,485,2022,3,02,07,2022-03-02 07:00:00,2022-03-02,-2.0,봄
